CEP,Endereço,Pais
94610,"Oakland, CA", USA
94611,"Oakland, CA", USA
94612,"Oakland, CA", USA
94613,"Oakland, CA", USA
94614,"Oakland, CA", USA
94615,"Oakland, CA", USA
94617,"Oakland, CA", USA
94618,"Oakland, CA", USA
94619,"Oakland, CA", USA
94620,"Piedmont, CA", USA
94621,"Oakland, CA", USA
94622,"Oakland, CA", USA
94623,"Oakland, CA", USA
94624,"Oakland, CA", USA
94649,"Oakland, CA", USA
94659,"Oakland, CA", USA
94660,"Oakland, CA", USA
94661,"Oakland, CA", USA
94662,"Emeryville, CA", USA
94666,"Oakland, CA", USA
94701,"Berkeley, CA", USA
94702,"Berkeley, CA", USA
94703,"Berkeley, CA", USA
94704,"Berkeley, CA", USA
94705,"Berkeley, CA", USA
94706,"Albany, CA", USA
94707,"Berkeley, CA", USA
94708,"Berkeley, CA", USA
94709,"Berkeley, CA", USA
94710,"Berkeley, CA", USA
94712,"Berkeley, CA", USA
94720,"Berkeley, CA", USA
94801,"Richmond, CA", USA
94802,"Richmond, CA", USA
94803,"El Sobrante, CA", USA
94804,"Richmond, CA", USA
94805,"Richmond, CA", USA
94806,"San Pablo, CA", USA
94807,"Richmond, CA", USA
94808,"Richmond, CA", USA
94820,"El Sobrante, CA", USA
94850,"Richmond, CA", USA
94901,"San Rafael, CA", USA
94903,"San Rafael, CA", USA
94904,"Greenbrae, CA", USA
94912,"San Rafael, CA", USA
94913,"San Rafael, CA", USA
94914,"Kentfield, CA", USA
94915,"San Rafael, CA", USA
94920,"Belvedere Tiburon, CA", USA
94922,"Bodega, CA", USA
94923,"Bodega Bay, CA", USA
94924,"Bolinas, CA", USA
94925,"Corte Madera, CA", USA
94926,"Rohnert Park, CA", USA
94927,"Rohnert Park, CA", USA
94928,"Rohnert Park, CA", USA
94929,"Dillon Beach, CA", USA
94930,"Fairfax, CA", USA
94931,"Cotati, CA", USA
94933,"Forest Knolls, CA", USA
94937,"Inverness, CA", USA
94938,"Lagunitas, CA", USA
94939,"Larkspur, CA", USA
94940,"Marshall, CA", USA
94941,"Mill Valley, CA", USA
94942,"Mill Valley, CA", USA
94945,"Novato, CA", USA
94946,"Nicasio, CA", USA
94947,"Novato, CA", USA
94948,"Novato, CA", USA
94949,"Novato, CA", USA
94950,"Olema, CA", USA
94951,"Penngrove, CA", USA
94952,"Petaluma, CA", USA
94953,"Petaluma, CA", USA
94954,"Petaluma, CA", USA
94955,"Petaluma, CA", USA
94956,"Point Reyes Station, CA", USA
94957,"Ross, CA", USA
94960,"San Anselmo, CA", USA
94963,"San Geronimo, CA", USA
94964,"San Quentin, CA", USA
94965,"Sausalito, CA", USA
94966,"Sausalito, CA", USA
94970,"Stinson Beach, CA", USA
94971,"Tomales, CA", USA
94972,"Valley Ford, CA", USA
94973,"Woodacre, CA", USA
94974,"San Quentin, CA", USA
94975,"Petaluma, CA", USA
94976,"Corte Madera, CA", USA
94977,"Larkspur, CA", USA
94978,"Fairfax, CA", USA
94979,"San Anselmo, CA", USA
94998,"Novato, CA", USA
94999,"Petaluma, CA", USA
95001,"Aptos, CA", USA
95002,"Alviso, CA", USA
95003,"Aptos, CA", USA
95004,"Aromas, CA", USA
95005,"Ben Lomond, CA", USA
95006,"Boulder Creek, CA", USA
95007,"Brookdale, CA", USA
95008,"Campbell, CA", USA
95009,"Campbell, CA", USA
95010,"Capitola, CA", USA
95011,"Campbell, CA", USA
95012,"Castroville, CA", USA
95013,"Coyote, CA", USA
95014,"Cupertino, CA", USA
95015,"Cupertino, CA", USA
95017,"Davenport, CA", USA
95018,"Felton, CA", USA
95019,"Freedom, CA", USA
95020,"Gilroy, CA", USA
95021,"Gilroy, CA", USA
95023,"Hollister, CA", USA
95024,"Hollister, CA", USA
95026,"Holy City, CA", USA
95030,"Los Gatos, CA", USA
95031,"Los Gatos, CA", USA
95032,"Los Gatos, CA", USA
95033,"Los Gatos, CA", USA
95035,"Milpitas, CA", USA
95036,"Milpitas, CA", USA
95037,"Morgan Hill, CA", USA
95038,"Morgan Hill, CA", USA
95039,"Moss Landing, CA", USA
95041,"Mount Hermon, CA", USA
95042,"New Almaden, CA", USA
95043,"Paicines, CA", USA
95044,"Redwood Estates, CA", USA
95045,"San Juan Bautista, CA", USA
95046,"San Martin, CA", USA
95050,"Santa Clara, CA", USA
95051,"Santa Clara, CA", USA
95052,"Santa Clara, CA", USA
95053,"Santa Clara, CA", USA
95054,"Santa Clara, CA", USA
95055,"Santa Clara, CA", USA
95056,"Santa Clara, CA", USA
95060,"Santa Cruz, CA", USA
95061,"Santa Cruz, CA", USA
95062,"Santa Cruz, CA", USA
95063,"Santa Cruz, CA", USA
95064,"Santa Cruz, CA", USA
95065,"Santa Cruz, CA", USA
95066,"Scotts Valley, CA", USA
95067,"Scotts Valley, CA", USA
95070,"Saratoga, CA", USA
95071,"Saratoga, CA", USA
95073,"Soquel, CA", USA
95075,"Tres Pinos, CA", USA
95076,"Watsonville, CA", USA
95077,"Watsonville, CA", USA
95101,"San Jose, CA", USA
95103,"San Jose, CA", USA
95106,"San Jose, CA", USA
95108,"San Jose, CA", USA
95109,"San Jose, CA", USA
95110,"San Jose, CA", USA
95111,"San Jose, CA", USA
95112,"San Jose, CA", USA
95113,"San Jose, CA", USA
95115,"San Jose, CA", USA
95116,"San Jose, CA", USA
95117,"San Jose, CA", USA
95118,"San Jose, CA", USA
95119,"San Jose, CA", USA
95120,"San Jose, CA", USA
95121,"San Jose, CA", USA
95122,"San Jose, CA", USA
95123,"San Jose, CA", USA
95124,"San Jose, CA", USA
95125,"San Jose, CA", USA
95126,"San Jose, CA", USA
95127,"San Jose, CA", USA
95128,"San Jose, CA", USA
95129,"San Jose, CA", USA
95130,"San Jose, CA", USA
95131,"San Jose, CA", USA
95132,"San Jose, CA", USA
95133,"San Jose, CA", USA
95134,"San Jose, CA", USA
95135,"San Jose, CA", USA
95136,"San Jose, CA", USA
95138,"San Jose, CA", USA
95139,"San Jose, CA", USA
95140,"Mount Hamilton, CA", USA
95141,"San Jose, CA", USA
95148,"San Jose, CA", USA
95150,"San Jose, CA", USA
95151,"San Jose, CA", USA
95152,"San Jose, CA", USA
95153,"San Jose, CA", USA
95154,"San Jose, CA", USA
95155,"San Jose, CA", USA
95156,"San Jose, CA", USA
95157,"San Jose, CA", USA
95158,"San Jose, CA", USA
95159,"San Jose, CA", USA
95160,"San Jose, CA", USA
95161,"San Jose, CA", USA
95164,"San Jose, CA", USA
95170,"San Jose, CA", USA
95172,"San Jose, CA", USA
95173,"San Jose, CA", USA
95190,"San Jose, CA", USA
95191,"San Jose, CA", USA
95192,"San Jose, CA", USA
95193,"San Jose, CA", USA
95194,"San Jose, CA", USA
95196,"San Jose, CA", USA
95201,"Stockton, CA", USA
95202,"Stockton, CA", USA
95203,"Stockton, CA", USA
95204,"Stockton, CA", USA
95205,"Stockton, CA", USA
95206,"Stockton, CA", USA
95207,"Stockton, CA", USA
95208,"Stockton, CA", USA
95209,"Stockton, CA", USA
95210,"Stockton, CA", USA
95211,"Stockton, CA", USA
95212,"Stockton, CA", USA
95213,"Stockton, CA", USA
95215,"Stockton, CA", USA
95219,"Stockton, CA", USA
95220,"Acampo, CA", USA
95221,"Altaville, CA", USA
95222,"Angels Camp, CA", USA
95223,"Arnold, CA", USA
95224,"Avery, CA", USA
95225,"Burson, CA", USA
95226,"Campo Seco, CA", USA
95227,"Clements, CA", USA
95228,"Copperopolis, CA", USA
95229,"Douglas Flat, CA", USA
95230,"Farmington, CA", USA
95231,"French Camp, CA", USA
95232,"Glencoe, CA", USA
95233,"Hathaway Pines, CA", USA
95234,"Holt, CA", USA
95236,"Linden, CA", USA
95237,"Lockeford, CA", USA
95240,"Lodi, CA", USA
95241,"Lodi, CA", USA
95242,"Lodi, CA", USA
95245,"Mokelumne Hill, CA", USA
95246,"Mountain Ranch, CA", USA
95247,"Murphys, CA", USA
95248,"Rail Road Flat, CA", USA
95249,"San Andreas, CA", USA
95250,"Sheep Ranch, CA", USA
95251,"Vallecito, CA", USA
95252,"Valley Springs, CA", USA
95253,"Victor, CA", USA
95254,"Wallace, CA", USA
95255,"West Point, CA", USA
95257,"Wilseyville, CA", USA
95258,"Woodbridge, CA", USA
95267,"Stockton, CA", USA
95269,"Stockton, CA", USA
95296,"Stockton, CA", USA
95297,"Stockton, CA", USA
95301,"Atwater, CA", USA
95303,"Ballico, CA", USA
95304,"Tracy, CA", USA
95305,"Big Oak Flat, CA", USA
95306,"Catheys Valley, CA", USA
95307,"Ceres, CA", USA
95309,"Chinese Camp, CA", USA
95310,"Columbia, CA", USA
95311,"Coulterville, CA", USA
95312,"Cressey, CA", USA
95313,"Crows Landing, CA", USA
95315,"Delhi, CA", USA
95316,"Denair, CA", USA
95317,"El Nido, CA", USA
95318,"El Portal, CA", USA
95319,"Empire, CA", USA
95320,"Escalon, CA", USA
95321,"Groveland, CA", USA
95322,"Gustine, CA", USA
95323,"Hickman, CA", USA
95324,"Hilmar, CA", USA
95325,"Hornitos, CA", USA
95326,"Hughson, CA", USA
95327,"Jamestown, CA", USA
95328,"Keyes, CA", USA
95329,"La Grange, CA", USA
95330,"Lathrop, CA", USA
95333,"Le Grand, CA", USA
95334,"Livingston, CA", USA
95335,"Long Barn, CA", USA
95336,"Manteca, CA", USA
95337,"Manteca, CA", USA
95338,"Mariposa, CA", USA
95340,"Merced, CA", USA
95341,"Merced, CA", USA
95343,"Merced, CA", USA
95344,"Merced, CA", USA
95345,"Midpines, CA", USA
95346,"Mi Wuk Village, CA", USA
95347,"Moccasin, CA", USA
95348,"Merced, CA", USA
95350,"Modesto, CA", USA
95351,"Modesto, CA", USA
95352,"Modesto, CA", USA
95353,"Modesto, CA", USA
95354,"Modesto, CA", USA
95355,"Modesto, CA", USA
95356,"Modesto, CA", USA
95357,"Modesto, CA", USA
95358,"Modesto, CA", USA
95360,"Newman, CA", USA
95361,"Oakdale, CA", USA
95363,"Patterson, CA", USA
95364,"Pinecrest, CA", USA
95365,"Planada, CA", USA
95366,"Ripon, CA", USA
95367,"Riverbank, CA", USA
95368,"Salida, CA", USA
95369,"Snelling, CA", USA
95370,"Sonora, CA", USA
95372,"Soulsbyville, CA", USA
95373,"Standard, CA", USA
95374,"Stevinson, CA", USA
95375,"Strawberry, CA", USA
95376,"Tracy, CA", USA
95377,"Tracy, CA", USA
95378,"Tracy, CA", USA
95379,"Tuolumne, CA", USA
95380,"Turlock, CA", USA
95381,"Turlock, CA", USA
95382,"Turlock, CA", USA
95383,"Twain Harte, CA", USA
95385,"Vernalis, CA", USA
95386,"Waterford, CA", USA
95387,"Westley, CA", USA
95388,"Winton, CA", USA
95389,"Yosemite National Park, CA", USA
95391,"Tracy, CA", USA
95397,"Modesto, CA", USA
95401,"Santa Rosa, CA", USA
95402,"Santa Rosa, CA", USA
95403,"Santa Rosa, CA", USA
95404,"Santa Rosa, CA", USA
95405,"Santa Rosa, CA", USA
95406,"Santa Rosa, CA", USA
95407,"Santa Rosa, CA", USA
95409,"Santa Rosa, CA", USA
95410,"Albion, CA", USA
95412,"Annapolis, CA", USA
95415,"Boonville, CA", USA
95416,"Boyes Hot Springs, CA", USA
95417,"Branscomb, CA", USA
95418,"Calpella, CA", USA
95419,"Camp Meeker, CA", USA
95420,"Caspar, CA", USA
95421,"Cazadero, CA", USA
95422,"Clearlake, CA", USA
95423,"Clearlake Oaks, CA", USA
95424,"Clearlake Park, CA", USA
95425,"Cloverdale, CA", USA
95426,"Cobb, CA", USA
95427,"Comptche, CA", USA
95428,"Covelo, CA", USA
95429,"Dos Rios, CA", USA
95430,"Duncans Mills, CA", USA
95431,"Eldridge, CA", USA
95432,"Elk, CA", USA
95433,"El Verano, CA", USA
95435,"Finley, CA", USA
95436,"Forestville, CA", USA
95437,"Fort Bragg, CA", USA
95439,"Fulton, CA", USA
95441,"Geyserville, CA", USA
95442,"Glen Ellen, CA", USA
95443,"Glenhaven, CA", USA
95444,"Graton, CA", USA
95445,"Gualala, CA", USA
95446,"Guerneville, CA", USA
95448,"Healdsburg, CA", USA
95449,"Hopland, CA", USA
95450,"Jenner, CA", USA
95451,"Kelseyville, CA", USA
95453,"Lakeport, CA", USA
95454,"Laytonville, CA", USA
95456,"Little River, CA", USA
95457,"Lower Lake, CA", USA
95458,"Lucerne, CA", USA
95459,"Manchester, CA", USA
95460,"Mendocino, CA", USA
95461,"Middletown, CA", USA
95462,"Monte Rio, CA", USA
95463,"Navarro, CA", USA
95464,"Nice, CA", USA
95465,"Occidental, CA", USA
95466,"Philo, CA", USA
95467,"Hidden Valley Lake, CA", USA
95468,"Point Arena, CA", USA
95469,"Potter Valley, CA", USA
95470,"Redwood Valley, CA", USA
95471,"Rio Nido, CA", USA
95472,"Sebastopol, CA", USA
95473,"Sebastopol, CA", USA
95476,"Sonoma, CA", USA
95480,"Stewarts Point, CA", USA
95481,"Talmage, CA", USA
95482,"Ukiah, CA", USA
95485,"Upper Lake, CA", USA
95486,"Villa Grande, CA", USA
95487,"Vineburg, CA", USA
95488,"Westport, CA", USA
95490,"Willits, CA", USA
95492,"Windsor, CA", USA
95493,"Witter Springs, CA", USA
95494,"Yorkville, CA", USA
95497,"The Sea Ranch, CA", USA
95501,"Eureka, CA", USA
95502,"Eureka, CA", USA
95503,"Eureka, CA", USA
95511,"Alderpoint, CA", USA
95514,"Blocksburg, CA", USA
95518,"Arcata, CA", USA
95519,"Mckinleyville, CA", USA
95521,"Arcata, CA", USA
95524,"Bayside, CA", USA
95525,"Blue Lake, CA", USA
95526,"Bridgeville, CA", USA
95527,"Burnt Ranch, CA", USA
95528,"Carlotta, CA", USA
95531,"Crescent City, CA", USA
95532,"Crescent City, CA", USA
95534,"Cutten, CA", USA
95536,"Ferndale, CA", USA
95537,"Fields Landing, CA", USA
95538,"Fort Dick, CA", USA
95540,"Fortuna, CA", USA
95542,"Garberville, CA", USA
95543,"Gasquet, CA", USA
95545,"Honeydew, CA", USA
95546,"Hoopa, CA", USA
95547,"Hydesville, CA", USA
95548,"Klamath, CA", USA
95549,"Kneeland, CA", USA
95550,"Korbel, CA", USA
95551,"Loleta, CA", USA
95552,"Mad River, CA", USA
95553,"Miranda, CA", USA
95554,"Myers Flat, CA", USA
95555,"Orick, CA", USA
95556,"Orleans, CA", USA
95559,"Phillipsville, CA", USA
95560,"Redway, CA", USA
95562,"Rio Dell, CA", USA
95563,"Salyer, CA", USA
95564,"Samoa, CA", USA
95565,"Scotia, CA", USA
95567,"Smith River, CA", USA
95568,"Somes Bar, CA", USA
95569,"Redcrest, CA", USA
95570,"Trinidad, CA", USA
95571,"Weott, CA", USA
95573,"Willow Creek, CA", USA
95585,"Leggett, CA", USA
95587,"Piercy, CA", USA
95589,"Whitethorn, CA", USA
95595,"Zenia, CA", USA
95601,"Amador City, CA", USA
95602,"Auburn, CA", USA
95603,"Auburn, CA", USA
95604,"Auburn, CA", USA
95605,"West Sacramento, CA", USA
95606,"Brooks, CA", USA
95607,"Capay, CA", USA
95608,"Carmichael, CA", USA
95609,"Carmichael, CA", USA
95610,"Citrus Heights, CA", USA
95611,"Citrus Heights, CA", USA
95612,"Clarksburg, CA", USA
95613,"Coloma, CA", USA
95614,"Cool, CA", USA
95615,"Courtland, CA", USA
95616,"Davis, CA", USA
95617,"Davis, CA", USA
95618,"Davis, CA", USA
95619,"Diamond Springs, CA", USA
95620,"Dixon, CA", USA
95621,"Citrus Heights, CA", USA
95623,"El Dorado, CA", USA
95624,"Elk Grove, CA", USA
95625,"Elmira, CA", USA
95626,"Elverta, CA", USA
95627,"Esparto, CA", USA
95628,"Fair Oaks, CA", USA
95629,"Fiddletown, CA", USA
95630,"Folsom, CA", USA
73960,"Texhoma, TX", USA
95631,"Foresthill, CA", USA
95632,"Galt, CA", USA
95633,"Garden Valley, CA", USA
95634,"Georgetown, CA", USA
95635,"Greenwood, CA", USA
95636,"Grizzly Flats, CA", USA
95637,"Guinda, CA", USA
95638,"Herald, CA", USA
95639,"Hood, CA", USA
95640,"Ione, CA", USA
95641,"Isleton, CA", USA
95644,"Kit Carson, CA", USA
95645,"Knights Landing, CA", USA
95646,"Kirkwood, CA", USA
95648,"Lincoln, CA", USA
95650,"Loomis, CA", USA
95651,"Lotus, CA", USA
95652,"Mcclellan, CA", USA
95653,"Madison, CA", USA
95654,"Martell, CA", USA
95655,"Mather, CA", USA
95656,"Mount Aukum, CA", USA
95658,"Newcastle, CA", USA
95659,"Nicolaus, CA", USA
95660,"North Highlands, CA", USA
95661,"Roseville, CA", USA
95662,"Orangevale, CA", USA
95663,"Penryn, CA", USA
95664,"Pilot Hill, CA", USA
95665,"Pine Grove, CA", USA
95666,"Pioneer, CA", USA
95667,"Placerville, CA", USA
95668,"Pleasant Grove, CA", USA
95669,"Plymouth, CA", USA
95670,"Rancho Cordova, CA", USA
95671,"Represa, CA", USA
95672,"Rescue, CA", USA
95673,"Rio Linda, CA", USA
95674,"Rio Oso, CA", USA
95675,"River Pines, CA", USA
95676,"Robbins, CA", USA
95677,"Rocklin, CA", USA
95678,"Roseville, CA", USA
95679,"Rumsey, CA", USA
95680,"Ryde, CA", USA
95681,"Sheridan, CA", USA
95682,"Shingle Springs, CA", USA
95683,"Sloughhouse, CA", USA
95684,"Somerset, CA", USA
95685,"Sutter Creek, CA", USA
95686,"Thornton, CA", USA
95687,"Vacaville, CA", USA
95688,"Vacaville, CA", USA
95689,"Volcano, CA", USA
95690,"Walnut Grove, CA", USA
95691,"West Sacramento, CA", USA
95692,"Wheatland, CA", USA
95693,"Wilton, CA", USA
95694,"Winters, CA", USA
95695,"Woodland, CA", USA
95696,"Vacaville, CA", USA
95697,"Yolo, CA", USA
95698,"Zamora, CA", USA
95699,"Drytown, CA", USA
95701,"Alta, CA", USA
95703,"Applegate, CA", USA
95709,"Camino, CA", USA
95712,"Chicago Park, CA", USA
95713,"Colfax, CA", USA
95714,"Dutch Flat, CA", USA
95715,"Emigrant Gap, CA", USA
95717,"Gold Run, CA", USA
95720,"Kyburz, CA", USA
95721,"Echo Lake, CA", USA
95722,"Meadow Vista, CA", USA
95724,"Norden, CA", USA
95726,"Pollock Pines, CA", USA
95728,"Soda Springs, CA", USA
95735,"Twin Bridges, CA", USA
95736,"Weimar, CA", USA
95741,"Rancho Cordova, CA", USA
95742,"Rancho Cordova, CA", USA
95746,"Granite Bay, CA", USA
95747,"Roseville, CA", USA
95757,"Elk Grove, CA", USA
95758,"Elk Grove, CA", USA
95759,"Elk Grove, CA", USA
95762,"El Dorado Hills, CA", USA
95763,"Folsom, CA", USA
95765,"Rocklin, CA", USA
95776,"Woodland, CA", USA
95798,"West Sacramento, CA", USA
95799,"West Sacramento, CA", USA
95811,"Sacramento, CA", USA
95812,"Sacramento, CA", USA
95813,"Sacramento, CA", USA
95814,"Sacramento, CA", USA
95815,"Sacramento, CA", USA
95816,"Sacramento, CA", USA
95817,"Sacramento, CA", USA
95818,"Sacramento, CA", USA
95819,"Sacramento, CA", USA
95820,"Sacramento, CA", USA
95821,"Sacramento, CA", USA
95822,"Sacramento, CA", USA
95823,"Sacramento, CA", USA
95824,"Sacramento, CA", USA
95825,"Sacramento, CA", USA
95826,"Sacramento, CA", USA
95827,"Sacramento, CA", USA
95828,"Sacramento, CA", USA
95829,"Sacramento, CA", USA
95830,"Sacramento, CA", USA
95831,"Sacramento, CA", USA
95832,"Sacramento, CA", USA
95833,"Sacramento, CA", USA
95834,"Sacramento, CA", USA
95835,"Sacramento, CA", USA
95836,"Sacramento, CA", USA
95837,"Sacramento, CA", USA
95838,"Sacramento, CA", USA
95840,"Sacramento, CA", USA
95841,"Sacramento, CA", USA
95842,"Sacramento, CA", USA
95843,"Antelope, CA", USA
95851,"Sacramento, CA", USA
95852,"Sacramento, CA", USA
95853,"Sacramento, CA", USA
95860,"Sacramento, CA", USA
95864,"Sacramento, CA", USA
95865,"Sacramento, CA", USA
95866,"Sacramento, CA", USA
95867,"Sacramento, CA", USA
95887,"Sacramento, CA", USA
95894,"Sacramento, CA", USA
95899,"Sacramento, CA", USA
95901,"Marysville, CA", USA
95903,"Beale Afb, CA", USA
95910,"Alleghany, CA", USA
95912,"Arbuckle, CA", USA
95913,"Artois, CA", USA
95914,"Bangor, CA", USA
95915,"Belden, CA", USA
95916,"Berry Creek, CA", USA
95917,"Biggs, CA", USA
95918,"Browns Valley, CA", USA
95919,"Brownsville, CA", USA
95920,"Butte City, CA", USA
95922,"Camptonville, CA", USA
95923,"Canyon Dam, CA", USA
95924,"Cedar Ridge, CA", USA
95925,"Challenge, CA", USA
95926,"Chico, CA", USA
95927,"Chico, CA", USA
95928,"Chico, CA", USA
95929,"Chico, CA", USA
95930,"Clipper Mills, CA", USA
95932,"Colusa, CA", USA
95934,"Crescent Mills, CA", USA
95935,"Dobbins, CA", USA
95936,"Downieville, CA", USA
95937,"Dunnigan, CA", USA
95938,"Durham, CA", USA
95939,"Elk Creek, CA", USA
95940,"Feather Falls, CA", USA
95941,"Forbestown, CA", USA
95942,"Forest Ranch, CA", USA
95943,"Glenn, CA", USA
95944,"Goodyears Bar, CA", USA
95945,"Grass Valley, CA", USA
95946,"Penn Valley, CA", USA
95947,"Greenville, CA", USA
95948,"Gridley, CA", USA
95949,"Grass Valley, CA", USA
95950,"Grimes, CA", USA
95951,"Hamilton City, CA", USA
95953,"Live Oak, CA", USA
95954,"Magalia, CA", USA
95955,"Maxwell, CA", USA
95956,"Meadow Valley, CA", USA
95957,"Meridian, CA", USA
95958,"Nelson, CA", USA
95959,"Nevada City, CA", USA
95960,"North San Juan, CA", USA
95961,"Olivehurst, CA", USA
95962,"Oregon House, CA", USA
95963,"Orland, CA", USA
95965,"Oroville, CA", USA
95966,"Oroville, CA", USA
95967,"Paradise, CA", USA
95968,"Palermo, CA", USA
95969,"Paradise, CA", USA
95970,"Princeton, CA", USA
95971,"Quincy, CA", USA
95972,"Rackerby, CA", USA
95973,"Chico, CA", USA
95974,"Richvale, CA", USA
95975,"Rough and Ready, CA", USA
95976,"Chico, CA", USA
95977,"Smartsville, CA", USA
95978,"Stirling City, CA", USA
95979,"Stonyford, CA", USA
95980,"Storrie, CA", USA
95981,"Strawberry Valley, CA", USA
95982,"Sutter, CA", USA
95983,"Taylorsville, CA", USA
95984,"Twain, CA", USA
95986,"Washington, CA", USA
95987,"Williams, CA", USA
95988,"Willows, CA", USA
95991,"Yuba City, CA", USA
95992,"Yuba City, CA", USA
95993,"Yuba City, CA", USA
96001,"Redding, CA", USA
96002,"Redding, CA", USA
96003,"Redding, CA", USA
96006,"Adin, CA", USA
96007,"Sacramento, CA", USA
96008,"Bella Vista, CA", USA
96009,"Bieber, CA", USA
96010,"Big Bar, CA", USA
96011,"Big Bend, CA", USA
96013,"Burney, CA", USA
96014,"Callahan, CA", USA
96015,"Canby, CA", USA
96016,"Cassel, CA", USA
96017,"Castella, CA", USA
96019,"Shasta Lake, CA", USA
96020,"Chester, CA", USA
96021,"Corning, CA", USA
96022,"Cottonwood, CA", USA
96023,"Dorris, CA", USA
96024,"Douglas City, CA", USA
96025,"Dunsmuir, CA", USA
96027,"Etna, CA", USA
96028,"Fall River Mills, CA", USA
96029,"Flournoy, CA", USA
96031,"Forks of Salmon, CA", USA
96032,"Fort Jones, CA", USA
96033,"French Gulch, CA", USA
96034,"Gazelle, CA", USA
96035,"Gerber, CA", USA
96037,"Greenview, CA", USA
96038,"Grenada, CA", USA
96039,"Happy Camp, CA", USA
96040,"Hat Creek, CA", USA
96041,"Hayfork, CA", USA
96044,"Hornbrook, CA", USA
96046,"Hyampom, CA", USA
96047,"Igo, CA", USA
96048,"Junction City, CA", USA
96049,"Redding, CA", USA
96050,"Klamath River, CA", USA
96051,"Lakehead, CA", USA
96052,"Lewiston, CA", USA
96054,"Lookout, CA", USA
96055,"Los Molinos, CA", USA
96056,"Mcarthur, CA", USA
96057,"Mccloud, CA", USA
96058,"Macdoel, CA", USA
96059,"Manton, CA", USA
96061,"Mill Creek, CA", USA
96062,"Millville, CA", USA
96063,"Mineral, CA", USA
96064,"Montague, CA", USA
96065,"Montgomery Creek, CA", USA
96067,"Mount Shasta, CA", USA
96068,"Nubieber, CA", USA
96069,"Oak Run, CA", USA
96070,"Obrien, CA", USA
96071,"Old Station, CA", USA
96073,"Palo Cedro, CA", USA
96074,"Paskenta, CA", USA
96075,"Paynes Creek, CA", USA
96076,"Platina, CA", USA
96078,"Proberta, CA", USA
96079,"Shasta Lake, CA", USA
96080,"Red Bluff, CA", USA
96084,"Round Mountain, CA", USA
96085,"Scott Bar, CA", USA
96086,"Seiad Valley, CA", USA
96087,"Shasta, CA", USA
96088,"Shingletown, CA", USA
96089,"Shasta Lake, CA", USA
96090,"Tehama, CA", USA
96091,"Trinity Center, CA", USA
96092,"Vina, CA", USA
96093,"Weaverville, CA", USA
96094,"Weed, CA", USA
96095,"Whiskeytown, CA", USA
96096,"Whitmore, CA", USA
96097,"Yreka, CA", USA
96099,"Redding, CA", USA
96101,"Alturas, CA", USA
96103,"Blairsden-Graeagle, CA", USA
96104,"Cedarville, CA", USA
96105,"Chilcoot, CA", USA
96106,"Clio, CA", USA
96107,"Coleville, CA", USA
96108,"Davis Creek, CA", USA
96109,"Doyle, CA", USA
96110,"Eagleville, CA", USA
96111,"Floriston, CA", USA
96112,"Fort Bidwell, CA", USA
96113,"Herlong, CA", USA
96114,"Janesville, CA", USA
96115,"Lake City, CA", USA
96116,"Likely, CA", USA
96117,"Litchfield, CA", USA
96118,"Loyalton, CA", USA
96119,"Madeline, CA", USA
96120,"Markleeville, CA", USA
96121,"Milford, CA", USA
96122,"Portola, CA", USA
96123,"Ravendale, CA", USA
96124,"Calpine, CA", USA
96125,"Sierra City, CA", USA
96126,"Sierraville, CA", USA
96127,"Susanville, CA", USA
96128,"Standish, CA", USA
96129,"Beckwourth, CA", USA
96130,"Susanville, CA", USA
96132,"Termo, CA", USA
96133,"Topaz, CA", USA
96134,"Tulelake, CA", USA
96135,"Vinton, CA", USA
96136,"Wendel, CA", USA
96137,"Westwood, CA", USA
96140,"Carnelian Bay, CA", USA
96141,"Homewood, CA", USA
96142,"Tahoma, CA", USA
96143,"Kings Beach, CA", USA
96145,"Tahoe City, CA", USA
96146,"Olympic Valley, CA", USA
96148,"Tahoe Vista, CA", USA
96150,"South Lake Tahoe, CA", USA
96151,"South Lake Tahoe, CA", USA
96152,"South Lake Tahoe, CA", USA
96154,"South Lake Tahoe, CA", USA
96155,"South Lake Tahoe, CA", USA
96156,"South Lake Tahoe, CA", USA
96157,"South Lake Tahoe, CA", USA
96158,"South Lake Tahoe, CA", USA
96160,"Truckee, CA", USA
96161,"Truckee, CA", USA
96162,"Truckee, CA", USA
75001,"Addison, TX", USA
75002,"Allen, TX", USA
75006,"Carrollton, TX", USA
75007,"Carrollton, TX", USA
75009,"Celina, TX", USA
75010,"Carrollton, TX", USA
75011,"Carrollton, TX", USA
75013,"Allen, TX", USA
75014,"Irving, TX", USA
75015,"Irving, TX", USA
75016,"Irving, TX", USA
75017,"Irving, TX", USA
75019,"Coppell, TX", USA
75020,"Denison, TX", USA
75021,"Denison, TX", USA
75022,"Flower Mound, TX", USA
75023,"Plano, TX", USA
75024,"Plano, TX", USA
75025,"Plano, TX", USA
75026,"Plano, TX", USA
75027,"Flower Mound, TX", USA
75028,"Flower Mound, TX", USA
75029,"Lewisville, TX", USA
75030,"Rowlett, TX", USA
75032,"Rockwall, TX", USA
75033,"Frisco, TX", USA
75034,"Frisco, TX", USA
75035,"Frisco, TX", USA
75038,"Irving, TX", USA
75039,"Irving, TX", USA
75040,"Garland, TX", USA
75041,"Garland, TX", USA
75042,"Garland, TX", USA
75043,"Garland, TX", USA
75044,"Garland, TX", USA
75045,"Garland, TX", USA
